name,lat,lon,city,zip
Adam Williams Fine Art Ltd,-73.96206754,40.77696724,New York,10075
Adams Fund Art Buyers,-73.98593597,40.78013539,New York,10023
Adams George Gallery,-73.97614893,40.76409153,New York,10019
Adelson Galleries,-73.95485348,40.77602747,New York,10028
Adler & Conkright Fine Art Llc,-73.96624092,40.77097524,New York,10021
African Arts Center Inc,-74.00566649,40.75191958,New York,10001
Africart Motherland Inc,-73.94739591,40.81484874,New York,10027
Agora Gallery,-74.00462798,40.74943954,New York,10001
Akira Ikeda Gallery,-74.0019872,40.73159806,New York,10014
Alan Brasington Inc,-74.00465112,40.73792128,New York,10014
Alaska on Madison,-73.96107281,40.77729595,New York,10028
Alexander and Bonin,-74.00599211,40.7446874,New York,10011
Alexander's Sculptural Svce,-73.97794942,40.74998353,New York,10016
Alexandre Gallery,-73.97161806,40.76226849,New York,10022
Alliance of Queens Artists,-73.85334629,40.71066978,Forest Hills,11375
Blum Peter-Blum Arts,-74.00107688,40.7245907,New York,10012
Alter Silver Gallery Corp,-73.96574831,40.75820702,New York,10022
American European Fine Art Inc,-73.95473278,40.78188518,New York,10128
American Fine Arts Co,-74.0061075,40.74749327,New York,10011
American Folk Art Museum - Eva and Morris Feld Gallery,-73.98142236,40.77314532,New York,10023
Ameringer & Yohe Fine Arts,-74.00570231,40.7476769,New York,10011
Amos Eno Gallery,-73.98909224,40.70283986,Brooklyn,11201
An American Space,-73.95373195,40.78347688,New York,10128
Ancient Art of the New World Inc,-73.95334299,40.76900976,New York,10021
Andover Gallery,-73.99023923,40.72083117,New York,10002
Andrew Edlin Gallery,-74.00584416,40.74469818,New York,10011
Andy Warhol Authentication Board Inc,-74.00657819,40.74649764,New York,10011
Angel Orensanz Foundation,-73.98566579,40.72114259,New York,10002
Anita Friedman Fine Arts,-73.96348525,40.77479505,New York,10021
Annex the,-74.00726919,40.75175124,New York,10001
Annie Yau Gallery,-73.97318629,40.78882752,New York,10024
Annina Nosei Gallery,-74.00603307,40.74745711,New York,10011
Anthony Grant Inc,-73.97595129,40.76403092,New York,10019
Antik,-74.00559643,40.71861368,New York,10013
Antiquarium Fine Ancient Arts Gallery Ltd,-73.96448584,40.7737083,New York,10001
Anton Kern Gallery Inc,-74.00716258,40.74626699,New York,10011
Apex Art,-74.00442891,40.71902942,New York,10013
April's Gallery,-73.94779848,40.82550711,New York,10031
Arader W Graham Gallery,-73.96506781,40.77191981,New York,10021
Arash Gallery,-73.96632495,40.75835498,New York,10022
Arcadia Fine Arts,-74.00191255,40.72233561,New York,10013
Archibald Arts,-73.99447222,40.76045676,New York,10036
Archive Consulting & Management Services,-74.00406816,40.74945619,New York,10001
Ariel Meyerowitz Gallery,-73.9572054,40.74562272,Long Island City,11109
Ariston Development Group,-74.00720672,40.73863045,New York,10014
Arleen G Becker Gallery Inc,-73.98078712,40.74557328,New York,10022
Art & Interiors Inc,-73.96625646,40.76095558,New York,10022
Art Advice Corporate Art Consultants,-73.97844633,40.74457207,New York,10016
Art Advisory Svces Inc,-73.96938236,40.76400119,New York,10065
Art Asap,-73.99102179,40.76416275,New York,10019
Art Auction Advisory Svces,-73.96934511,40.76406092,New York,10065
Art Avenues Inc,-73.98484183,40.77886825,New York,10023
Art Finds,-73.97973389,40.79017492,New York,10024
Blumka Gallery,-73.95986032,40.76968728,New York,10021
Art Gallery & Custom Framing,-73.99179293,40.73243385,New York,10003
Art In General,-74.00187734,40.7180947,New York,10013
Art Loft Gallery,-73.99773834,40.72119226,New York,10012
Art Merchandising and Media Inc,-73.96958163,40.76668459,New York,10021
Art Metaphysics Education,-73.99233661,40.75606799,New York,10018
Art Placement International,-73.95878267,40.77733033,New York,10028
Art Projects International Inc,-74.00940343,40.72229804,New York,10013
Art Resources Transfer Inc,-74.00595091,40.74998457,New York,10001
Art Student Showcase Inc,-73.99720726,40.72310856,New York,10012
Art Vue,-73.98009836,40.67152952,Brooklyn,11215
Art Wise,-73.993242,40.74498904,New York,10001
Arte Primitivo-Howard S Rose Gallery,-73.9692938,40.76784299,New York,10021
Artefina International Inc,-73.97523366,40.59654737,Brooklyn,11223
Artemis Fine Arts Inc,-73.96520339,40.7727904,New York,10021
Artenova Ltd,-73.98126403,40.76647975,New York,10019
Arterres,-73.99715508,40.72287262,New York,10012
Artique-the Art of Framing Inc,-73.97067461,40.79532709,New York,10025
Artist Prod Gallery,-74.0008502,40.72034082,New York,10013
Artists Space,-74.0018757,40.72169943,New York,10013
Artlife Gallery,-74.00476655,40.725415,New York,10013
Art-Lore Inc,-73.95578569,40.73806576,Brooklyn,11222
Artrepreneur,-73.96511389,40.77469948,New York,10021
Arts Action Research,-73.98338749,40.68664178,Brooklyn,11217
Arts at University Settlement/Speyer Hall,-73.9911973,40.72068015,New York,10002
Arts Du Monde,-73.99092836,40.74358397,New York,10010
Arts India,-73.98879876,40.74320506,New York,10010
Arts Proper International Inc,-73.97562042,40.76346975,New York,10019
Artscope Inc,-73.97009199,40.76325412,New York,10022
Ash Fine Art,-73.96183533,40.77553584,New York,10021
Asher Gallant Gallery,-73.97259126,40.7606796,New York,10022
Ashione Art Gallery,-74.00280458,40.7357165,New York,10014
Ashoka Crafts,-73.97994523,40.78157133,New York,10024
Atelier A-E Ent,-73.99087594,40.74237389,New York,10010
Atelier International Art Group Inc,-73.99671188,40.72480609,New York,10012
Atlantic Gallery,-73.99143108,40.74746646,New York,10001
Atmosphere Galleries Inc,-74.00600863,40.74476247,New York,10011
Audiello Fine Art Inc,-74.00442202,40.75009455,New York,10001
Audrey C Art & Jewels,-73.9657204,40.76324997,New York,10021
Australian Aboriginal Fine Art Gallery Of New York,-73.95015416,40.79501691,New York,10029
Av Art Gallery & Custom Framing Inc,-73.99938014,40.74461575,New York,10011
Available Art Llc,-73.98529286,40.68530879,Brooklyn,11217
AVC Contemporary Arts Gallery,-73.97167803,40.76218379,New York,10022
Avshalom Eitan Fine Arts,-73.93866148,40.85075794,New York,10033
Axelle Fine Art,-73.98851198,40.68807778,Brooklyn,11201
Axelle Fine Arts Gallery Ltd,-74.00149048,40.724118,New York,10012
Aztec Marketing Co,-74.00648309,40.70789857,New York,10038
Back To Africa Imports,-73.98868277,40.74347151,New York,10010
Back To Roots Inc,-73.87589511,40.66731504,Brooklyn,11208
Bag One Arts,-73.97606172,40.78195248,New York,10024
Balalaika Arts & Crafts From Russia & Former Ussr,-73.94657506,40.78336845,New York,10128
BALMAR REALTY,-73.96906466,40.75945091,New York,10022
Barbara Gladstone Gallery,-74.00450715,40.7488804,New York,10011
Baron Boisante Editions,-74.00725575,40.72988711,New York,10014
Barrington Gallery of London Ltd,-73.97908152,40.75650243,New York,10036
Bayo Studios,-73.93513086,40.70365264,Brooklyn,11206
Beadleston Gallery,-73.97451739,40.76260577,New York,10019
Behr Thyssen Ltd,-74.00854193,40.7221639,New York,10013
Belanthi,-73.9929238,40.68920182,Brooklyn,11201
Bellwether Gallery,-74.00592594,40.74473102,New York,10011
Bench Dogs,-73.96628258,40.71032151,Brooklyn,11211
Benedetti Gallery Inc,-73.99603744,40.72326204,New York,10012
Bernarducci Meisel Gallery,-73.97603744,40.764065,New York,10019
Bernstein David Primitive Art,-73.96377491,40.77042906,New York,10021
Berry-Hill Galleries Inc,-73.96674309,40.77084483,New York,10021
Beverly Sacks Fine Art,-73.96480041,40.76175802,New York,10022
Beyond the Wall,-73.97967537,40.75443328,New York,10017
BICYCLE PAINTINGS.COM,-73.98314703,40.71868692,New York,10002
Big Cat Gallery,-73.98866228,40.72079933,New York,10002
Bill Bace Gallery,-74.00271112,40.72252117,New York,10013
Bill Hodges Gallery,-73.97553999,40.763437,New York,10019
Bitforms,-74.0068296,40.74649787,New York,10011
Black & Black Art Gallery,-73.79336576,40.7054239,Jamaica,11433
Black & White Gallery Inc,-73.95464223,40.71844238,Brooklyn,11211
Bleier Milton A Corp,-73.97287193,40.75960676,New York,10016
Blue Mountain Gallery Inc,-74.00476842,40.74923625,New York,10001
